"","domain_id","PC1","PC2","PC3","name","group","link","country","party","status","euro_domeniu_nume"
"3428",6,0.0241857200818785,-0.131669912719486,0.0877591216085476,"Georges BACH","EPP","https://www.votewatch.eu/en/term8-georges-bach.html","Luxembourg","Parti chrétien social luxembourgeois","Active","Constitutional and inter-institutional affairs"
"3429",6,0.0248435743203885,-0.128697064644789,-0.0699007304371887,"Guillaume BALAS","S&D","https://www.votewatch.eu/en/term8-guillaume-balas.html","France","Génération.s, le mouvement","Active","Constitutional and inter-institutional affairs"
"3430",6,0.0256757997531993,-0.133617396928039,0.00246562862623801,"Zigmantas BALČYTIS","S&D","https://www.votewatch.eu/en/term8-zigmantas-balcytis.html","Lithuania","Lietuvos socialdemokratų partija","Active","Constitutional and inter-institutional affairs"
"3431",6,0.0244500464283447,0.0552222403605733,-0.0488471913994587,"Zoltán BALCZÓ","NI","https://www.votewatch.eu/en/term8-zoltan-balczo.html","Hungary","JOBBIK MAGYARORSZÁGÉRT MOZGALOM","Active","Constitutional and inter-institutional affairs"
"3432",6,0.0244500471360735,-0.0773186388627786,0.0645226586528862,"Burkhard BALZ","EPP","https://www.votewatch.eu/en/term8-burkhard-balz.html","Germany","Christlich Demokratische Union Deutschlands","Inactive","Constitutional and inter-institutional affairs"
"3433",6,0.0289911947114828,-0.0224469503473772,0.0411984912257232,"Nikolay BAREKOV","ECR","https://www.votewatch.eu/en/term8-nikolay-barekov.html","Bulgaria","Reload Bulgaria Party","Active","Constitutional and inter-institutional affairs"
"3434",6,0.0268839738490976,0.00938309442425761,0.0350557644375721,"Amjad BASHIR","ECR","https://www.votewatch.eu/en/term8-amjad-bashir.html","United Kingdom","Conservative Party","Active","Constitutional and inter-institutional affairs"
"3435",6,0.0268894589693892,0.0906714979475888,0.0265359771090936,"Gerard BATTEN","ENF","https://www.votewatch.eu/en/term8-gerard-batten.html","United Kingdom","United Kingdom Independence Party","Active","Constitutional and inter-institutional affairs"
"3436",6,0.0271090214394931,0.0714328510935648,-0.00244528130586751,"Nicolas BAY","ENF","https://www.votewatch.eu/en/term8-nicolas-bay.html","France","Rassemblement national","Active","Constitutional and inter-institutional affairs"
"3437",6,0.027843677466727,-0.107999821487967,-0.0530920268000482,"Hugues BAYET","S&D","https://www.votewatch.eu/en/term8-hugues-bayet.html","Belgium","Parti Socialiste","Active","Constitutional and inter-institutional affairs"
"3438",6,0.0282703651654454,-0.109161180158138,0.0154680539924865,"Catherine BEARDER","ALDE/ADLE","https://www.votewatch.eu/en/term8-catherine-bearder.html","United Kingdom","Liberal Democrats","Active","Constitutional and inter-institutional affairs"
"3439",6,0.0276845423007669,-0.113964431409347,-0.0104043641249121,"Beatriz BECERRA BASTERRECHEA","ALDE/ADLE","https://www.votewatch.eu/en/term8-beatriz-becerra-basterrechea.html","Spain","Independiente","Active","Constitutional and inter-institutional affairs"
"3440",6,0.0282239851910965,-0.11133809128162,0.07231519082851,"Heinz K. BECKER","EPP","https://www.votewatch.eu/en/term8-heinz-k-becker.html","Austria","Österreichische Volkspartei","Active","Constitutional and inter-institutional affairs"
"3441",6,0.0282786500036052,-0.000868572477294547,-0.192258651930898,"Tiziana BEGHIN","EFDD","https://www.votewatch.eu/en/term8-tiziana-beghin.html","Italy","Movimento 5 Stelle","Active","Constitutional and inter-institutional affairs"
"3442",6,0.0284211117403142,0.0139933392922311,0.0349944970786381,"Bas BELDER","ECR","https://www.votewatch.eu/en/term8-bas-belder.html","Netherlands","Staatkundig Gereformeerde Partij","Active","Constitutional and inter-institutional affairs"
"3443",6,0.0288856711389934,-0.108359337374523,0.0563135998647853,"Ivo BELET","EPP","https://www.votewatch.eu/en/term8-ivo-belet.html","Belgium","Christen-Democratisch & Vlaams","Active","Constitutional and inter-institutional affairs"
"3444",6,0.02934354160587,-0.0826838176374161,0.077015579306408,"Bendt BENDTSEN","EPP","https://www.votewatch.eu/en/term8-bendt-bendtsen.html","Denmark","Det Konservative Folkeparti","Active","Constitutional and inter-institutional affairs"
"3445",6,0.0292764403695111,-0.111596051406495,-0.0315157161998545,"Brando BENIFEI","S&D","https://www.votewatch.eu/en/term8-brando-benifei.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3446",6,0.0299592769822768,-0.102038593475365,-0.0250261258104311,"Pervenche BERÈS","S&D","https://www.votewatch.eu/en/term8-pervenche-beres.html","France","Parti Socialiste","Active","Constitutional and inter-institutional affairs"
"3447",6,0.0301422698582541,0.0416514019200854,0.00803016764719575,"Joëlle BERGERON","EFDD","https://www.votewatch.eu/en/term8-joelle-bergeron.html","France","Sans étiquette","Active","Constitutional and inter-institutional affairs"
"3448",6,0.0312771228432388,-0.063132980485401,-0.0405532495624111,"Goffredo Maria BETTINI","S&D","https://www.votewatch.eu/en/term8-goffredo-maria-bettini.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3449",6,0.0297288255430813,-0.0936432077287757,-0.0195974797605216,"Izaskun BILBAO BARANDICA","ALDE/ADLE","https://www.votewatch.eu/en/term8-izaskun-bilbao-barandica.html","Spain","Partido Nacionalista Vasco","Active","Constitutional and inter-institutional affairs"
"3450",6,0.0293523556516536,0.0726081427475171,-0.0113253990405729,"Dominique BILDE","ENF","https://www.votewatch.eu/en/term8-dominique-bilde.html","France","Rassemblement national","Active","Constitutional and inter-institutional affairs"
"3451",6,0.0289467704989709,0.077390901796981,-0.0100688542931277,"Mara BIZZOTTO","ENF","https://www.votewatch.eu/en/term8-mara-bizzotto.html","Italy","Lega Nord","Active","Constitutional and inter-institutional affairs"
"3452",6,0.0296648159216909,0.0161277873454562,-0.144029617758145,"Malin BJÖRK","GUE-NGL","https://www.votewatch.eu/en/term8-malin-bjork.html","Sweden","Vänsterpartiet","Active","Constitutional and inter-institutional affairs"
"3453",6,0.030543861901089,-0.0945773928669306,-0.0265941424260174,"José BLANCO LÓPEZ","S&D","https://www.votewatch.eu/en/term8-jose-blanco-lopez.html","Spain","Partido Socialista Obrero Español","Active","Constitutional and inter-institutional affairs"
"3454",6,0.0307857934873651,-0.0978559869070686,-0.0138682823273474,"Vilija BLINKEVIČIŪTĖ","S&D","https://www.votewatch.eu/en/term8-vilija-blinkeviciute.html","Lithuania","Lietuvos socialdemokratų partija","Active","Constitutional and inter-institutional affairs"
"3455",6,0.0307915207073976,-0.0709746062815495,0.0652235704523842,"Andrea BOCSKOR","EPP","https://www.votewatch.eu/en/term8-andrea-bocskor.html","Hungary","Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt","Active","Constitutional and inter-institutional affairs"
"3456",6,0.0309549353199396,-0.0861650593557798,0.0630498185880838,"Reimer BÖGE","EPP","https://www.votewatch.eu/en/term8-reimer-boge.html","Germany","Christlich Demokratische Union Deutschlands","Active","Constitutional and inter-institutional affairs"
"3457",6,0.0309626459520925,-0.0863781609933398,0.0649165624877457,"Franc BOGOVIČ","EPP","https://www.votewatch.eu/en/term8-franc-bogovic.html","Slovenia","Slovenska ljudska stranka","Active","Constitutional and inter-institutional affairs"
"3458",6,0.0312532217931457,-0.0924255635584439,-0.0184038686061095,"Simona BONAFÈ","S&D","https://www.votewatch.eu/en/term8-simona-bonafe.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3459",6,0.0317038948273052,-0.0803074445913378,0.043431640912758,"Michał BONI","EPP","https://www.votewatch.eu/en/term8-michal-boni.html","Poland","Platforma Obywatelska","Active","Constitutional and inter-institutional affairs"
"3460",6,0.0302110099826239,0.0706835251649068,-0.0103993026107686,"Mario BORGHEZIO","ENF","https://www.votewatch.eu/en/term8-mario-borghezio.html","Italy","Lega Nord","Active","Constitutional and inter-institutional affairs"
"3461",6,0.0317811877259254,0.0081950645197812,-0.133762025066211,"David BORRELLI","NI","https://www.votewatch.eu/en/term8-david-borrelli.html","Italy","Movimento 5 Stelle","Active","Constitutional and inter-institutional affairs"
"3462",6,0.0316715828270884,-0.0896886502957265,-0.00791646359616393,"Biljana BORZAN","S&D","https://www.votewatch.eu/en/term8-biljana-borzan.html","Croatia","Socijaldemokratska partija Hrvatske","Active","Constitutional and inter-institutional affairs"
"3463",6,0.031738944842538,-0.0887801159298704,-0.0143504789853758,"Victor BOŞTINARU","S&D","https://www.votewatch.eu/en/term8-victor-bostinaru.html","Romania","Partidul Social Democrat","Active","Constitutional and inter-institutional affairs"
"3464",6,0.0317382581290472,0.0624933627270614,0.00505503037330959,"Louise BOURS","EFDD","https://www.votewatch.eu/en/term8-louise-bours.html","United Kingdom","Independent","Active","Constitutional and inter-institutional affairs"
"3465",6,0.0314979131656117,0.0577198030779542,-0.0122370197380111,"Marie-Christine BOUTONNET","ENF","https://www.votewatch.eu/en/term8-marie-christine-boutonnet.html","France","Rassemblement national","Active","Constitutional and inter-institutional affairs"
"3466",6,0.0317168126221194,-0.0370946334803329,-0.116667118514332,"José BOVÉ","Greens/EFA","https://www.votewatch.eu/en/term8-jose-bove.html","France","Europe Écologie","Active","Constitutional and inter-institutional affairs"
"3467",6,0.032361832045457,0.0169240251904754,-0.0799448991473616,"Lynn BOYLAN","GUE-NGL","https://www.votewatch.eu/en/term8-lynn-boylan.html","Ireland","Sinn Féin","Active","Constitutional and inter-institutional affairs"
"3468",6,0.0351147904935222,0.0151117838059713,0.00249715060188643,"Philip BRADBOURN","ECR","https://www.votewatch.eu/en/term8-philip-bradbourn.html","United Kingdom","Conservative Party","Inactive","Constitutional and inter-institutional affairs"
"3469",6,0.0323766532399228,-0.071766283071107,-0.0127537056290248,"Paul BRANNEN","S&D","https://www.votewatch.eu/en/term8-paul-brannen.html","United Kingdom","Labour Party","Active","Constitutional and inter-institutional affairs"
"3470",6,0.0325799633304993,-0.0736249810760705,-0.00706357670711104,"Mercedes BRESSO","S&D","https://www.votewatch.eu/en/term8-mercedes-bresso.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3471",6,0.0323778877467344,-0.0778583201116571,-0.0204466592454666,"Renata BRIANO","S&D","https://www.votewatch.eu/en/term8-renata-briano.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3472",6,0.031741629445796,0.0615840782186204,-0.0117506676737843,"Steeve BRIOIS","ENF","https://www.votewatch.eu/en/term8-steeve-briois.html","France","Rassemblement national","Active","Constitutional and inter-institutional affairs"
"3473",6,0.0325303928969743,-0.0652133352881057,0.0516784148944672,"Elmar BROK","EPP","https://www.votewatch.eu/en/term8-elmar-brok.html","Germany","Christlich Demokratische Union Deutschlands","Active","Constitutional and inter-institutional affairs"
"3474",6,0.0324618395604849,-0.0210970987141885,-0.0993079691616669,"Klaus BUCHNER","Greens/EFA","https://www.votewatch.eu/en/term8-klaus-buchner.html","Germany","Ökologisch-Demokratische Partei","Active","Constitutional and inter-institutional affairs"
"3475",6,0.0325018498660312,-0.068052822006675,0.0566553050294839,"Daniel BUDA","EPP","https://www.votewatch.eu/en/term8-daniel-buda.html","Romania","Partidul Naţional Liberal","Active","Constitutional and inter-institutional affairs"
"3476",6,0.032971242472577,-0.0660809341590078,-0.0130699161247269,"Udo BULLMANN","S&D","https://www.votewatch.eu/en/term8-udo-bullmann.html","Germany","Sozialdemokratische Partei Deutschlands","Active","Constitutional and inter-institutional affairs"
"3477",6,0.032970517854397,0.00374374657762344,-0.00535009135348611,"Gianluca BUONANNO","ENF","https://www.votewatch.eu/en/term8-gianluca-buonanno.html","Italy","Lega Nord","Inactive","Constitutional and inter-institutional affairs"
"3478",6,0.0334729991191925,-0.0373087859110902,0.0204029846587316,"Cristian-Silviu BUŞOI","EPP","https://www.votewatch.eu/en/term8-cristian-silviu-busoi.html","Romania","Partidul Naţional Liberal","Active","Constitutional and inter-institutional affairs"
"3479",6,0.0328993801212839,-0.0324579696233386,-0.0834036868974086,"Reinhard BÜTIKOFER","Greens/EFA","https://www.votewatch.eu/en/term8-reinhard-butikofer.html","Germany","Bündnis 90/Die Grünen","Active","Constitutional and inter-institutional affairs"
"3480",6,0.032979831499617,-0.0616217700509813,0.0450401289816887,"Jerzy BUZEK","EPP","https://www.votewatch.eu/en/term8-jerzy-buzek.html","Poland","Platforma Obywatelska","Active","Constitutional and inter-institutional affairs"
"3481",6,0.033057815005308,-0.0677987107463241,-0.0157155609153773,"Soledad CABEZÓN RUIZ","S&D","https://www.votewatch.eu/en/term8-soledad-cabezon-ruiz.html","Spain","Partido Socialista Obrero Español","Active","Constitutional and inter-institutional affairs"
"3482",6,0.0330607874147571,-0.0624808594618831,0.0467068755273532,"Alain CADEC","EPP","https://www.votewatch.eu/en/term8-alain-cadec.html","France","Les Républicains","Active","Constitutional and inter-institutional affairs"
"3483",6,0.0330448885863944,-0.0581611464874053,0.0472245867332605,"Wim van de CAMP","EPP","https://www.votewatch.eu/en/term8-wim-van-de-camp.html","Netherlands","Christen Democratisch Appèl","Active","Constitutional and inter-institutional affairs"
"3484",6,0.0333395217963256,0.00755610177904949,0.0291594248454351,"David CAMPBELL BANNERMAN","ECR","https://www.votewatch.eu/en/term8-david-campbell-bannerman.html","United Kingdom","Conservative Party","Active","Constitutional and inter-institutional affairs"
"3485",6,0.0332159700425105,-0.0643123098282622,-0.0210233866552214,"Nicola CAPUTO","S&D","https://www.votewatch.eu/en/term8-nicola-caputo.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3486",6,0.0327409427018795,0.015455852979986,-0.0944030316861141,"Matt CARTHY","GUE-NGL","https://www.votewatch.eu/en/term8-matt-carthy.html","Ireland","Sinn Féin","Active","Constitutional and inter-institutional affairs"
"3487",6,0.0325159346153257,0.0649824712154061,0.00791182732234932,"James CARVER","EFDD","https://www.votewatch.eu/en/term8-james-carver.html","United Kingdom","Independent","Active","Constitutional and inter-institutional affairs"
"3488",6,0.0332305994930722,-0.0568275220068017,0.0421582587546519,"David CASA","EPP","https://www.votewatch.eu/en/term8-david-casa.html","Malta","Partit Nazzjonalista","Active","Constitutional and inter-institutional affairs"
"3489",6,0.0333433620602802,-0.0549289514012688,0.0518798781882051,"Daniel CASPARY","EPP","https://www.votewatch.eu/en/term8-daniel-caspary.html","Germany","Christlich Demokratische Union Deutschlands","Active","Constitutional and inter-institutional affairs"
"3490",6,0.0333251163096188,0.00887398593674388,-0.100808566006418,"Fabio Massimo CASTALDO","EFDD","https://www.votewatch.eu/en/term8-fabio-massimo-castaldo.html","Italy","Movimento 5 Stelle","Active","Constitutional and inter-institutional affairs"
"3491",6,0.0334055741566778,-0.0548339500152824,0.0495518307197869,"Pilar del CASTILLO VERA","EPP","https://www.votewatch.eu/en/term8-pilar-del-castillo-vera.html","Spain","Partido Popular","Active","Constitutional and inter-institutional affairs"
"3492",6,0.033557145281009,-0.0542172398310492,-0.000252548859264795,"Jean-Marie CAVADA","ALDE/ADLE","https://www.votewatch.eu/en/term8-jean-marie-cavada.html","France","Génération Citoyens","Active","Constitutional and inter-institutional affairs"
"3493",6,0.0333305255455991,-0.0155170027786736,-0.0831571763569743,"Bodil VALERO","Greens/EFA","https://www.votewatch.eu/en/term8-bodil-valero.html","Sweden","Miljöpartiet de gröna","Active","Constitutional and inter-institutional affairs"
"3494",6,0.0338253569532519,-0.0483301752940548,0.0362469760184155,"Lorenzo CESA","EPP","https://www.votewatch.eu/en/term8-lorenzo-cesa.html","Italy","Unione di Centro","Active","Constitutional and inter-institutional affairs"
"3495",6,0.0336792637153162,-0.0411288583961446,0.0148530815459313,"Dita CHARANZOVÁ","ALDE/ADLE","https://www.votewatch.eu/en/term8-dita-charanzova.html","Czech Republic","Ano 2011","Active","Constitutional and inter-institutional affairs"
"3496",6,0.0334518374050605,0.00492439562418916,0.0132674852295304,"Aymeric CHAUPRADE","EFDD","https://www.votewatch.eu/en/term8-aymeric-chauprade.html","France","Les Français Libres","Active","Constitutional and inter-institutional affairs"
"3497",6,0.0338126299742391,-0.0391644252048205,-0.0347126033044945,"Nessa CHILDERS","S&D","https://www.votewatch.eu/en/term8-nessa-childers.html","Ireland","Independent","Active","Constitutional and inter-institutional affairs"
"3498",6,0.0337535220726844,-0.0581565465236485,-0.0120189966150527,"Caterina CHINNICI","S&D","https://www.votewatch.eu/en/term8-caterina-chinnici.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3499",6,0.0339811849008674,-0.027822187131504,0.00785510199045905,"Ole CHRISTENSEN","S&D","https://www.votewatch.eu/en/term8-ole-christensen.html","Denmark","Socialdemokratiet","Active","Constitutional and inter-institutional affairs"
"3500",6,0.0336690370884908,-0.00506916708855803,-0.080585067230404,"Kostas CHRYSOGONOS","GUE-NGL","https://www.votewatch.eu/en/term8-kostas-chrysogonos.html","Greece","Independent","Active","Constitutional and inter-institutional affairs"
"3501",6,0.0337629871671053,-0.0485496487640056,0.0411402268195846,"Salvatore CICU","EPP","https://www.votewatch.eu/en/term8-salvatore-cicu.html","Italy","Forza Italia","Active","Constitutional and inter-institutional affairs"
"3502",6,0.0338813684579233,-0.04839685600166,0.0356660342561373,"Alberto CIRIO","EPP","https://www.votewatch.eu/en/term8-alberto-cirio.html","Italy","Forza Italia","Active","Constitutional and inter-institutional affairs"
"3503",6,0.0339596870261881,-0.0441773745534428,0.0282383780822711,"Deirdre CLUNE","EPP","https://www.votewatch.eu/en/term8-deirdre-clune.html","Ireland","Fine Gael Party","Active","Constitutional and inter-institutional affairs"
"3504",6,0.033139250513119,0.0591832069317091,0.00490842355018142,"David COBURN","EFDD","https://www.votewatch.eu/en/term8-david-coburn.html","United Kingdom","The Brexit Party","Active","Constitutional and inter-institutional affairs"
"3505",6,0.0339376633174742,-0.0428453231914855,0.0352597051031153,"Carlos COELHO","EPP","https://www.votewatch.eu/en/term8-carlos-coelho.html","Portugal","Partido Social Democrata","Active","Constitutional and inter-institutional affairs"
"3506",6,0.0339653649049258,-0.0278878234908355,-0.0481852065588001,"Sergio Gaetano COFFERATI","S&D","https://www.votewatch.eu/en/term8-sergio-gaetano-cofferati.html","Italy","Sinistra Italiana","Active","Constitutional and inter-institutional affairs"
"3507",6,0.0340541660273893,-0.0419911960140511,0.0445758560291055,"Birgit COLLIN-LANGEN","EPP","https://www.votewatch.eu/en/term8-birgit-collin-langen.html","Germany","Christlich Demokratische Union Deutschlands","Active","Constitutional and inter-institutional affairs"
"3508",6,0.0336926022565143,0.0469511619704457,0.00811596953103068,"Jane COLLINS","ENF","https://www.votewatch.eu/en/term8-jane-collins.html","United Kingdom","United Kingdom Independence Party","Active","Constitutional and inter-institutional affairs"
"3509",6,0.0340085045155969,-0.0410806982129127,0.0477526607499664,"Lara COMI","EPP","https://www.votewatch.eu/en/term8-lara-comi.html","Italy","Forza Italia","Active","Constitutional and inter-institutional affairs"
"3510",6,0.0334365909295965,-0.0197537921844339,0.0195221314652219,"Therese COMODINI CACHIA","EPP","https://www.votewatch.eu/en/term8-therese-comodini-cachia.html","Malta","Partit Nazzjonalista","Inactive","Constitutional and inter-institutional affairs"
"3511",6,0.0340485815620092,-0.0331194213432169,0.0294795914204553,"Anna Maria CORAZZA BILDT","EPP","https://www.votewatch.eu/en/term8-anna-maria-corazza-bildt.html","Sweden","Moderaterna","Active","Constitutional and inter-institutional affairs"
"3512",6,0.0341391020134897,-0.0434141757997065,-0.0103154770312835,"Richard CORBETT","S&D","https://www.votewatch.eu/en/term8-richard-corbett.html","United Kingdom","Labour Party","Active","Constitutional and inter-institutional affairs"
"3513",6,0.0339195892207739,0.011076342065359,-0.0856184592225391,"Ignazio CORRAO","EFDD","https://www.votewatch.eu/en/term8-ignazio-corrao.html","Italy","Movimento 5 Stelle","Active","Constitutional and inter-institutional affairs"
"3514",6,0.0341979836998374,-0.0451756722345144,-0.0129387615388284,"Silvia COSTA","S&D","https://www.votewatch.eu/en/term8-silvia-costa.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3515",6,0.0339227551003638,0.0113056300240624,-0.0692175174337817,"Javier COUSO PERMUY  This person became MEP later than the general start of the term.","GUE-NGL","https://www.votewatch.eu/en/term8-javier-couso-permuy.html","Spain","Izquierda Unida","Active","Constitutional and inter-institutional affairs"
"3516",6,0.0342767848807628,-0.0409986172763284,-0.0056904574143659,"Andrea COZZOLINO","S&D","https://www.votewatch.eu/en/term8-andrea-cozzolino-2.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3517",6,0.0342113954640279,-0.0169432610053857,-0.0572166392290148,"Michael CRAMER","Greens/EFA","https://www.votewatch.eu/en/term8-michael-cramer-2.html","Germany","Bündnis 90/Die Grünen","Active","Constitutional and inter-institutional affairs"
"3518",6,0.0351501416698488,0.0145859193807548,0.00249232451063597,"Corina CREŢU","S&D","https://www.votewatch.eu/en/term8-corina-cretu-2.html","Romania","Partidul Social Democrat + Partidul Conservator","Inactive","Constitutional and inter-institutional affairs"
"3519",6,0.0342809986217523,-0.0434348494087056,-0.00425524959509114,"Andi CRISTEA","S&D","https://www.votewatch.eu/en/term8-andi-cristea.html","Romania","Partidul Social Democrat","Active","Constitutional and inter-institutional affairs"
"3520",6,0.0351739070308829,0.0150368083937133,0.00129009936228671,"Brian CROWLEY","ECR","https://www.votewatch.eu/en/term8-brian-crowley-2.html","Ireland","Fianna Fáil Party","Active","Constitutional and inter-institutional affairs"
"3521",6,0.0343583700092201,-0.0261945077925978,0.0303942447300201,"Pál CSÁKY","EPP","https://www.votewatch.eu/en/term8-pal-csaky-2.html","Slovakia","Strana mad'arskej komunity- Magyar Közösség Pártja","Active","Constitutional and inter-institutional affairs"
"3522",6,0.0340227724466093,0.00690330683138096,-0.00255002526325413,"Ryszard CZARNECKI","ECR","https://www.votewatch.eu/en/term8-ryszard-czarnecki-2.html","Poland","Prawo i Sprawiedliwość","Active","Constitutional and inter-institutional affairs"
"3523",6,0.0341376827064861,0.0110250638289055,0.00239792947674874,"Peter van DALEN","ECR","https://www.votewatch.eu/en/term8-peter-van-dalen-2.html","Netherlands","ChristenUnie","Active","Constitutional and inter-institutional affairs"
"3524",6,0.0343536654435028,-0.0361447820240499,-0.010082753122933,"Miriam DALLI","S&D","https://www.votewatch.eu/en/term8-miriam-dalli-2.html","Malta","Partit Laburista","Active","Constitutional and inter-institutional affairs"
"3525",6,0.0341500841594844,0.00963827095363378,-0.0747418872808964,"Rosa D'AMATO","EFDD","https://www.votewatch.eu/en/term8-rosa-d-amato-2.html","Italy","Movimento 5 Stelle","Active","Constitutional and inter-institutional affairs"
"3526",6,0.0344054718211032,-0.0393453073388494,-0.00868394522844439,"Seb DANCE","S&D","https://www.votewatch.eu/en/term8-seb-dance-2.html","United Kingdom","Labour Party","Active","Constitutional and inter-institutional affairs"
"3527",6,0.0337338855419016,-0.0246716933781833,-0.003052881048284,"Viorica DĂNCILĂ","S&D","https://www.votewatch.eu/en/term8-viorica-dancila-2.html","Romania","Partidul Social Democrat + Partidul Conservator","Inactive","Constitutional and inter-institutional affairs"
"3528",6,0.0344042316760817,-0.0361288025924252,0.0340228704657601,"Arnaud DANJEAN","EPP","https://www.votewatch.eu/en/term8-arnaud-danjean-2.html","France","Les Républicains","Active","Constitutional and inter-institutional affairs"
"3529",6,0.0343516921148926,-0.0368816660074054,0.0382646511396582,"Michel DANTIN","EPP","https://www.votewatch.eu/en/term8-michel-dantin-2.html","France","Les Républicains","Active","Constitutional and inter-institutional affairs"
"3530",6,0.03444124990838,-0.0424294355047831,-0.00846494576998699,"Nicola DANTI","S&D","https://www.votewatch.eu/en/term8-nicola-danti-2.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3531",6,0.0340166026839608,0.0441565991896302,-0.00398613995012077,"William (The Earl of) DARTMOUTH","EFDD","https://www.votewatch.eu/en/term8-william-the-earl-of-dartmouth-2.html","United Kingdom","Independent","Active","Constitutional and inter-institutional affairs"
"3532",6,0.0345257695637551,-0.0251387069212597,0.0357801920579349,"Rachida DATI","EPP","https://www.votewatch.eu/en/term8-rachida-dati-2.html","France","Les Républicains","Active","Constitutional and inter-institutional affairs"
"3533",6,0.0341763706741926,-0.00441380943357845,0.00585892432169337,"Philippe DE BACKER","ALDE/ADLE","https://www.votewatch.eu/en/term8-philippe-de-backer-2.html","Belgium","Open Vlaamse Liberalen en Democraten","Inactive","Constitutional and inter-institutional affairs"
"3534",6,0.034543277585204,-0.0390086724099935,-0.00725837329852001,"Paolo DE CASTRO","S&D","https://www.votewatch.eu/en/term8-paolo-de-castro-2.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3535",6,0.0339656126703637,0.0424662288072582,0.00770223683828467,"Marcel de GRAAFF","ENF","https://www.votewatch.eu/en/term8-marcel-de-graaff-2.html","Netherlands","Partij voor de Vrijheid","Active","Constitutional and inter-institutional affairs"
"3536",6,0.0345430411903305,-0.0315483418026918,0.0334166408870697,"Angélique DELAHAYE","EPP","https://www.votewatch.eu/en/term8-angelique-delahaye-2.html","France","Les Républicains","Active","Constitutional and inter-institutional affairs"
"3537",6,0.0344768140913127,-0.021167449152849,0.033980053902401,"Andor DELI","EPP","https://www.votewatch.eu/en/term8-andor-deli-2.html","Hungary","Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt","Active","Constitutional and inter-institutional affairs"
"3538",6,0.0343629649150609,-0.0120827932902742,-0.0589083273361161,"Karima DELLI","Greens/EFA","https://www.votewatch.eu/en/term8-karima-delli-2.html","France","Europe Écologie","Active","Constitutional and inter-institutional affairs"
"3539",6,0.0346633010797425,-0.0256459013991304,-0.0106125019063186,"Mady DELVAUX","S&D","https://www.votewatch.eu/en/term8-mady-delvaux.html","Luxembourg","Parti ouvrier socialiste luxembourgeois","Active","Constitutional and inter-institutional affairs"
"3540",6,0.0338800490376674,0.0141390397139918,-0.0253516105835191,"Fabio DE MASI","GUE-NGL","https://www.votewatch.eu/en/term8-fabio-de-masi-2.html","Germany","DIE LINKE.","Inactive","Constitutional and inter-institutional affairs"
"3541",6,0.0345765217966777,0.00294362799833691,0.00119910923375668,"Mark DEMESMAEKER","ECR","https://www.votewatch.eu/en/term8-mark-demesmaeker-2.html","Belgium","Nieuw-Vlaamse Alliantie","Active","Constitutional and inter-institutional affairs"
"3542",6,0.0345947322713892,-0.0376501171808693,-0.00764506351720048,"Isabella DE MONTE","S&D","https://www.votewatch.eu/en/term8-isabella-de-monte-2.html","Italy","Partito Democratico","Active","Constitutional and inter-institutional affairs"
"3543",6,0.034233396909884,-0.0223212907837394,-0.0111824094270181,"Jean-Paul DENANOT","S&D","https://www.votewatch.eu/en/term8-jean-paul-denanot-2.html","France","Parti Socialiste","Inactive","Constitutional and inter-institutional affairs"
"3544",6,0.0345679618106418,-0.0337436068768286,0.00315621107281546,"Gérard DEPREZ","ALDE/ADLE","https://www.votewatch.eu/en/term8-gerard-deprez-2.html","Belgium","Mouvement Réformateur","Active","Constitutional and inter-institutional affairs"
"3545",6,0.0340587979348209,-0.0155406985016342,0.00742143628142462,"Marielle de SARNEZ","ALDE/ADLE","https://www.votewatch.eu/en/term8-marielle-de-sarnez-2.html","France","Mouvement Démocrate","Inactive","Constitutional and inter-institutional affairs"
"3546",6,0.0345723605539348,-0.0316414911574293,0.0343447714120372,"Albert DESS","EPP","https://www.votewatch.eu/en/term8-albert-dess-2.html","Germany","Christlich-Soziale Union in Bayern e.V.","Active","Constitutional and inter-institutional affairs"
"3547",6,0.034771423025724,-0.00555223988970399,0.00898992219662755,"Tamás DEUTSCH","EPP","https://www.votewatch.eu/en/term8-tamas-deutsch-2.html","Hungary","Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt","Active","Constitutional and inter-institutional affairs"
"3548",6,0.0347177932562489,0.0136289111896482,-0.00109060122242784,"Nirj DEVA","ECR","https://www.votewatch.eu/en/term8-nirj-deva-2.html","United Kingdom","Conservative Party","Active","Constitutional and inter-institutional affairs"
