,name,group,link,country,party,status,id
205,Eleonora FORENZA,GUE-NGL,https://www.votewatch.eu/en/term8-eleonora-forenza-2.html,Italy,Lista Tsipras-L'Altra Europa,Active,206
206,Jacqueline FOSTER,ECR,https://www.votewatch.eu/en/term8-jacqueline-foster-2.html,United Kingdom,Conservative Party,Active,207
207,Anna Elżbieta FOTYGA,ECR,https://www.votewatch.eu/en/term8-anna-elzbieta-fotyga-2.html,Poland,Prawo i Sprawiedliwość,Active,208
208,Lampros FOUNTOULIS,NI,https://www.votewatch.eu/en/term8-lampros-fountoulis-2.html,Greece,Popular Association – Golden Dawn,Active,209
209,Ashley FOX,ECR,https://www.votewatch.eu/en/term8-ashley-fox-2.html,United Kingdom,Conservative Party,Active,210
210,Eugen FREUND,S&D,https://www.votewatch.eu/en/term8-eugen-freund-2.html,Austria,Sozialdemokratische Partei Österreichs,Active,211
211,Doru-Claudian FRUNZULICĂ,S&D,https://www.votewatch.eu/en/term8-doru-claudian-frunzulica-2.html,Romania,Partidul Social Democrat,Active,212
212,Mariya GABRIEL,EPP,https://www.votewatch.eu/en/term8-mariya-gabriel-2.html,Bulgaria,Citizens for European Development of Bulgaria,Inactive,213
213,Michael GAHLER,EPP,https://www.votewatch.eu/en/term8-michael-gahler-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,214
214,Kinga GÁL,EPP,https://www.votewatch.eu/en/term8-kinga-gal-2.html,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Active,215
215,Ildikó GÁLL-PELCZ,EPP,https://www.votewatch.eu/en/term8-ildiko-gall-pelcz-2.html,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Inactive,216
216,Francesc GAMBÚS,EPP,https://www.votewatch.eu/en/term8-francesc-gambus-2.html,Spain,-,Active,217
217,Iratxe GARCÍA PÉREZ,S&D,https://www.votewatch.eu/en/term8-iratxe-garcia-perez-2.html,Spain,Partido Socialista Obrero Español,Active,218
218,Eider GARDIAZABAL RUBIAL,S&D,https://www.votewatch.eu/en/term8-eider-gardiazabal-rubial-2.html,Spain,Partido Socialista Obrero Español,Active,219
219,Elisabetta GARDINI,EPP,https://www.votewatch.eu/en/term8-elisabetta-gardini-2.html,Italy,Forza Italia,Active,220
220,Enrico GASBARRA,S&D,https://www.votewatch.eu/en/term8-enrico-gasbarra-2.html,Italy,Partito Democratico,Active,221
221,Evelyne GEBHARDT,S&D,https://www.votewatch.eu/en/term8-evelyne-gebhardt-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,222
222,Jens GEIER,S&D,https://www.votewatch.eu/en/term8-jens-geier-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,223
223,Elena GENTILE,S&D,https://www.votewatch.eu/en/term8-elena-gentile-2.html,Italy,Partito Democratico,Active,224
224,Gerben-Jan GERBRANDY,ALDE/ADLE,https://www.votewatch.eu/en/term8-gerben-jan-gerbrandy-2.html,Netherlands,Democraten 66,Active,225
225,Arne GERICKE,ECR,https://www.votewatch.eu/en/term8-arne-gericke-2.html,Germany,Bündnis C,Active,226
226,Lidia Joanna GERINGER de OEDENBERG,S&D,https://www.votewatch.eu/en/term8-lidia-joanna-geringer-de-oedenberg-2.html,Poland,Bezpartyjna,Active,227
227,Sven GIEGOLD,Greens/EFA,https://www.votewatch.eu/en/term8-sven-giegold-2.html,Germany,Bündnis 90/Die Grünen,Active,228
228,Adam GIEREK,S&D,https://www.votewatch.eu/en/term8-adam-gierek-2.html,Poland,Unia Pracy,Active,229
229,Jens GIESEKE,EPP,https://www.votewatch.eu/en/term8-jens-gieseke-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,230
230,Nathan GILL,EFDD,https://www.votewatch.eu/en/term8-nathan-gill-2.html,United Kingdom,The Brexit Party,Active,231
231,Neena GILL,S&D,https://www.votewatch.eu/en/term8-neena-gill-2.html,United Kingdom,Labour Party,Active,232
232,Juan Carlos GIRAUTA VIDAL,ALDE/ADLE,https://www.votewatch.eu/en/term8-juan-carlos-girauta-vidal-2.html,Spain,Ciudadanos – Partido de la Ciudadanía,Inactive,233
233,Julie GIRLING,EPP,https://www.votewatch.eu/en/term8-julie-girling-2.html,United Kingdom,Conservative Party,Active,234
234,Michela GIUFFRIDA,S&D,https://www.votewatch.eu/en/term8-michela-giuffrida-2.html,Italy,Partito Democratico,Active,235
235,Emmanouil GLEZOS,GUE-NGL,https://www.votewatch.eu/en/term8-emmanouil-glezos-2.html,Greece,Coalition of the Radical Left,Inactive,236
236,Sylvie GODDYN,EFDD,https://www.votewatch.eu/en/term8-sylvie-goddyn-2.html,France,Debout la France,Active,237
237,Charles GOERENS,ALDE/ADLE,https://www.votewatch.eu/en/term8-charles-goerens-2.html,Luxembourg,Parti démocratique,Active,238
238,Bruno GOLLNISCH,NI,https://www.votewatch.eu/en/term8-bruno-gollnisch-2.html,France,Front national,Active,239
239,Ana GOMES,S&D,https://www.votewatch.eu/en/term8-ana-gomes-2.html,Portugal,Partido Socialista,Active,240
240,Esteban GONZÁLEZ PONS,EPP,https://www.votewatch.eu/en/term8-esteban-gonzalez-pons-2.html,Spain,Partido Popular,Active,241
241,Beata GOSIEWSKA,ECR,https://www.votewatch.eu/en/term8-beata-gosiewska.html,Poland,Prawo i Sprawiedliwość,Active,242
242,Sylvie GOULARD,ALDE/ADLE,https://www.votewatch.eu/en/term8-sylvie-goulard-2.html,France,La République en marche,Inactive,243
243,Giorgos GRAMMATIKAKIS,S&D,https://www.votewatch.eu/en/term8-giorgos-grammatikakis-2.html,Greece,The River,Active,244
244,Luis de GRANDES PASCUAL,EPP,https://www.votewatch.eu/en/term8-luis-de-grandes-pascual-2.html,Spain,Partido Popular,Active,245
245,Maria GRAPINI,S&D,https://www.votewatch.eu/en/term8-maria-grapini-2.html,Romania,Partidul Puterii Umaniste,Active,246
246,Ingeborg GRÄSSLE,EPP,https://www.votewatch.eu/en/term8-ingeborg-grassle-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,247
247,Nathalie GRIESBECK,ALDE/ADLE,https://www.votewatch.eu/en/term8-nathalie-griesbeck-2.html,France,Mouvement Démocrate,Active,248
248,Theresa GRIFFIN,S&D,https://www.votewatch.eu/en/term8-theresa-griffin-2.html,United Kingdom,Labour Party,Active,249
249,Iveta GRIGULE-PĒTERSE,ALDE/ADLE,https://www.votewatch.eu/en/term8-iveta-grigule-peterse.html,Latvia,Zaļo un Zemnieku savienība,Active,250
250,Marek Józef GRÓBARCZYK,ECR,https://www.votewatch.eu/en/term8-marek-jozef-grobarczyk-2.html,Poland,Prawo i Sprawiedliwość,Inactive,251
251,Matthias GROOTE,S&D,https://www.votewatch.eu/en/term8-matthias-groote-2.html,Germany,Sozialdemokratische Partei Deutschlands,Inactive,252
252,Françoise GROSSETÊTE,EPP,https://www.votewatch.eu/en/term8-francoise-grossetete-2.html,France,Les Républicains,Active,253
253,Andrzej GRZYB,EPP,https://www.votewatch.eu/en/term8-andrzej-grzyb-2.html,Poland,Polskie Stronnictwo Ludowe,Active,254
254,Roberto GUALTIERI,S&D,https://www.votewatch.eu/en/term8-roberto-gualtieri-2.html,Italy,Partito Democratico,Active,255
255,Enrique GUERRERO SALOM,S&D,https://www.votewatch.eu/en/term8-enrique-guerrero-salom-2.html,Spain,Partido Socialista Obrero Español,Active,256
256,Sylvie GUILLAUME,S&D,https://www.votewatch.eu/en/term8-sylvie-guillaume-2.html,France,Parti Socialiste,Active,257
257,Antanas GUOGA,EPP,https://www.votewatch.eu/en/term8-antanas-guoga-2.html,Lithuania,Independent,Active,258
258,Jytte GUTELAND,S&D,https://www.votewatch.eu/en/term8-jytte-guteland-2.html,Sweden,Arbetarepartiet- Socialdemokraterna,Active,259
259,Sergio GUTIÉRREZ PRIETO,S&D,https://www.votewatch.eu/en/term8-sergio-gutierrez-prieto-2.html,Spain,Partido Socialista Obrero Español,Active,260
260,András GYÜRK,EPP,https://www.votewatch.eu/en/term8-andras-gyurk-2.html,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Active,261
261,Takis HADJIGEORGIOU,GUE-NGL,https://www.votewatch.eu/en/term8-takis-hadjigeorgiou-2.html,Cyprus,Progressive Party of Working People - Left - New Forces,Active,262
262,Jussi HALLA-AHO,ECR,https://www.votewatch.eu/en/term8-jussi-halla-aho-2.html,Finland,Perussuomalaiset,Active,263
263,Thomas HÄNDEL,GUE-NGL,https://www.votewatch.eu/en/term8-thomas-handel-2.html,Germany,DIE LINKE.,Active,264
264,Daniel HANNAN,ECR,https://www.votewatch.eu/en/term8-daniel-hannan-2.html,United Kingdom,Conservative Party,Active,265
265,Marian HARKIN,ALDE/ADLE,https://www.votewatch.eu/en/term8-marian-harkin-2.html,Ireland,Independent,Active,266
266,Rebecca HARMS,Greens/EFA,https://www.votewatch.eu/en/term8-rebecca-harms-2.html,Germany,Bündnis 90/Die Grünen,Active,267
267,Martin HÄUSLING,Greens/EFA,https://www.votewatch.eu/en/term8-martin-hausling-2.html,Germany,Bündnis 90/Die Grünen,Active,268
268,Heidi HAUTALA,Greens/EFA,https://www.votewatch.eu/en/term8-heidi-hautala-2.html,Finland,Vihreä liitto,Active,269
269,Brian HAYES,EPP,https://www.votewatch.eu/en/term8-brian-hayes-2.html,Ireland,Fine Gael Party,Active,270
270,Anja HAZEKAMP,GUE-NGL,https://www.votewatch.eu/en/term8-anja-hazekamp-2.html,Netherlands,Partij voor de Dieren,Active,271
271,Anna HEDH,S&D,https://www.votewatch.eu/en/term8-anna-hedh-2.html,Sweden,Arbetarepartiet- Socialdemokraterna,Active,272
272,Eduard-Raul HELLVIG,EPP,https://www.votewatch.eu/en/term8-eduard-raul-hellvig-2.html,Romania,Partidul Naţional Liberal,Inactive,273
273,Roger HELMER,EFDD,https://www.votewatch.eu/en/term8-roger-helmer-2.html,United Kingdom,United Kingdom Independence Party,Inactive,274
274,Hans-Olaf HENKEL,ECR,https://www.votewatch.eu/en/term8-hans-olaf-henkel-2.html,Germany,Independent,Active,275
275,Esther HERRANZ GARCÍA,EPP,https://www.votewatch.eu/en/term8-esther-herranz-garcia-2.html,Spain,Partido Popular,Active,276
276,Krzysztof HETMAN,EPP,https://www.votewatch.eu/en/term8-krzysztof-hetman-2.html,Poland,Polskie Stronnictwo Ludowe,Active,277
277,Maria HEUBUCH,Greens/EFA,https://www.votewatch.eu/en/term8-maria-heubuch-2.html,Germany,Bündnis 90/Die Grünen,Active,278
278,Iris HOFFMANN,S&D,https://www.votewatch.eu/en/term8-iris-hoffmann-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,279
279,Monika HOHLMEIER,EPP,https://www.votewatch.eu/en/term8-monika-hohlmeier-2.html,Germany,Christlich-Soziale Union in Bayern e.V.,Active,280
280,Gunnar HÖKMARK,EPP,https://www.votewatch.eu/en/term8-gunnar-hokmark-2.html,Sweden,Moderaterna,Active,281
281,György HÖLVÉNYI,EPP,https://www.votewatch.eu/en/term8-gyorgy-holvenyi-2.html,Hungary,Kereszténydemokrata Néppárt,Active,282
282,Mary HONEYBALL,S&D,https://www.votewatch.eu/en/term8-mary-honeyball-2.html,United Kingdom,Labour Party,Active,283
283,Mike HOOKEM,NI,https://www.votewatch.eu/en/term8-mike-hookem-2.html,United Kingdom,United Kingdom Independence Party,Active,284
284,Brice HORTEFEUX,EPP,https://www.votewatch.eu/en/term8-brice-hortefeux-2.html,France,Les Républicains,Active,285
285,Richard HOWITT,S&D,https://www.votewatch.eu/en/term8-richard-howitt-2.html,United Kingdom,Labour Party,Inactive,286
286,Danuta Maria HÜBNER,EPP,https://www.votewatch.eu/en/term8-danuta-maria-hubner-2.html,Poland,Platforma Obywatelska,Active,287
287,Ian HUDGHTON,Greens/EFA,https://www.votewatch.eu/en/term8-ian-hudghton-2.html,United Kingdom,Scottish National Party,Active,288
288,Jan HUITEMA,ALDE/ADLE,https://www.votewatch.eu/en/term8-jan-huitema-2.html,Netherlands,Volkspartij voor Vrijheid en Democratie,Active,289
289,Filiz HYUSMENOVA,ALDE/ADLE,https://www.votewatch.eu/en/term8-filiz-hyusmenova-2.html,Bulgaria,Movement for Rights and Freedoms,Active,290
290,Louis IDE,ECR,https://www.votewatch.eu/en/term8-louis-ide-2.html,Belgium,Nieuw-Vlaamse Alliantie,Inactive,291
291,Pablo IGLESIAS,GUE-NGL,https://www.votewatch.eu/en/term8-pablo-iglesias.html,Spain,PODEMOS,Inactive,292
292,Sophia in 't VELD,ALDE/ADLE,https://www.votewatch.eu/en/term8-sophia-in-t-veld-2.html,Netherlands,Democraten 66,Active,293
293,Iliana IOTOVA,S&D,https://www.votewatch.eu/en/term8-iliana-iotova-2.html,Bulgaria,Bulgarian Socialist Party,Inactive,294
294,Cătălin Sorin IVAN,NI,https://www.votewatch.eu/en/term8-catalin-sorin-ivan-2.html,Romania,Independent,Active,295
295,Robert Jarosław IWASZKIEWICZ,EFDD,https://www.votewatch.eu/en/term8-robert-jaroslaw-iwaszkiewicz-2.html,Poland,Wolność,Active,296
296,Liisa JAAKONSAARI,S&D,https://www.votewatch.eu/en/term8-liisa-jaakonsaari-2.html,Finland,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,Active,297
297,Anneli JÄÄTTEENMÄKI,ALDE/ADLE,https://www.votewatch.eu/en/term8-anneli-jaatteenmaki-2.html,Finland,Suomen Keskusta,Active,298
298,Dawid Bohdan JACKIEWICZ,ECR,https://www.votewatch.eu/en/term8-dawid-bohdan-jackiewicz-2.html,Poland,Prawo i Sprawiedliwość,Inactive,299
299,Yannick JADOT,Greens/EFA,https://www.votewatch.eu/en/term8-yannick-jadot-2.html,France,Europe Écologie,Active,300
300,Peter JAHR,EPP,https://www.votewatch.eu/en/term8-peter-jahr-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,301
301,Ivan JAKOVČIĆ,ALDE/ADLE,https://www.votewatch.eu/en/term8-ivan-jakovcic-2.html,Croatia,Istarski demokratski sabor - Dieta democratica istriana,Active,302
302,Jean-François JALKH,ENF,https://www.votewatch.eu/en/term8-jean-francois-jalkh-2.html,France,Rassemblement national,Active,303
303,Diane JAMES,EFDD,https://www.votewatch.eu/en/term8-diane-james-2.html,United Kingdom,Independent,Active,304
304,Hans JANSEN,NI,https://www.votewatch.eu/en/term8-hans-jansen-2.html,Netherlands,Partij voor de Vrijheid,Inactive,305
305,Ramón JÁUREGUI ATONDO,S&D,https://www.votewatch.eu/en/term8-ramon-jauregui-atondo-2.html,Spain,Partido Socialista Obrero Español,Active,306
306,Benedek JÁVOR,Greens/EFA,https://www.votewatch.eu/en/term8-benedek-javor-2.html,Hungary,Együtt 2014 - Párbeszéd Magyarországért,Active,307
307,Danuta JAZŁOWIECKA,EPP,https://www.votewatch.eu/en/term8-danuta-jazlowiecka-2.html,Poland,Platforma Obywatelska,Active,308
308,Petr JEŽEK,ALDE/ADLE,https://www.votewatch.eu/en/term8-petr-jezek-2.html,Czech Republic,Independent,Active,309
309,Teresa JIMÉNEZ-BECERRIL BARRIO,EPP,https://www.votewatch.eu/en/term8-teresa-jimenez-becerril-barrio-2.html,Spain,Partido Popular,Active,310
310,Carlos JIMÉNEZ VILLAREJO,GUE-NGL,https://www.votewatch.eu/en/term8-carlos-jimenez-villarejo-2.html,Spain,PODEMOS,Inactive,311
311,Eva JOLY,Greens/EFA,https://www.votewatch.eu/en/term8-eva-joly-2.html,France,Europe Écologie,Active,312
312,Dennis de JONG,GUE-NGL,https://www.votewatch.eu/en/term8-dennis-de-jong.html,Netherlands,Socialistische Partij,Active,313
313,Agnes JONGERIUS,S&D,https://www.votewatch.eu/en/term8-agnes-jongerius-2.html,Netherlands,Partij van de Arbeid,Active,314
314,Marc JOULAUD,EPP,https://www.votewatch.eu/en/term8-marc-joulaud-2.html,France,Les Républicains,Active,315
315,Josu JUARISTI ABAUNZ,GUE-NGL,https://www.votewatch.eu/en/term8-josu-juaristi-abaunz.html,Spain,EH BILDU,Inactive,316
316,Marek JUREK,ECR,https://www.votewatch.eu/en/term8-marek-jurek-2.html,Poland,Prawica Rzeczypospolitej,Active,317
317,Philippe JUVIN,EPP,https://www.votewatch.eu/en/term8-philippe-juvin-2.html,France,Les Républicains,Active,318
318,Karin KADENBACH,S&D,https://www.votewatch.eu/en/term8-karin-kadenbach-2.html,Austria,Sozialdemokratische Partei Österreichs,Active,319
319,Eva KAILI,S&D,https://www.votewatch.eu/en/term8-eva-kaili-2.html,Greece,Panhellenic Socialist Movement - Olive Tree,Active,320
320,Jarosław KALINOWSKI,EPP,https://www.votewatch.eu/en/term8-jaroslaw-kalinowski-2.html,Poland,Polskie Stronnictwo Ludowe,Active,321
321,Kaja KALLAS,ALDE/ADLE,https://www.votewatch.eu/en/term8-kaja-kallas-2.html,Estonia,Eesti Reformierakond,Inactive,322
322,Sandra KALNIETE,EPP,https://www.votewatch.eu/en/term8-sandra-kalniete-2.html,Latvia,"Partija ""VIENOTĪBA""",Active,323
323,Syed KAMALL,ECR,https://www.votewatch.eu/en/term8-syed-kamall-2.html,United Kingdom,Conservative Party,Active,324
324,Petra KAMMEREVERT,S&D,https://www.votewatch.eu/en/term8-petra-kammerevert-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,325
325,Barbara KAPPEL,ENF,https://www.votewatch.eu/en/term8-barbara-kappel-2.html,Austria,Freiheitliche Partei Österreichs,Active,326
326,Othmar KARAS,EPP,https://www.votewatch.eu/en/term8-othmar-karas-2.html,Austria,Österreichische Volkspartei,Active,327
327,Rina Ronja KARI,GUE-NGL,https://www.votewatch.eu/en/term8-rina-ronja-kari-2.html,Denmark,Folkebevægelsen mod EU,Active,328
328,Sajjad KARIM,ECR,https://www.votewatch.eu/en/term8-sajjad-karim-2.html,United Kingdom,Conservative Party,Active,329
329,Krišjānis KARIŅŠ,EPP,https://www.votewatch.eu/en/term8-krisjanis-karins-2.html,Latvia,"Partija ""VIENOTĪBA""",Inactive,330
330,Rikke-Louise KARLSSON,NI,https://www.votewatch.eu/en/term8-rikke-louise-karlsson.html,Denmark,Independent,Active,331
331,Karol KARSKI,ECR,https://www.votewatch.eu/en/term8-karol-karski.html,Poland,Prawo i Sprawiedliwość,Active,332
332,Georgios KATROUGKALOS,GUE-NGL,https://www.votewatch.eu/en/term8-georgios-katrougkalos.html,Greece,Coalition of the Radical Left,Inactive,333
333,Sylvia-Yvonne KAUFMANN,S&D,https://www.votewatch.eu/en/term8-sylvia-yvonne-kaufmann-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,334
334,Manolis KEFALOGIANNIS,EPP,https://www.votewatch.eu/en/term8-manolis-kefalogiannis-2.html,Greece,Nea Demokratia,Active,335
335,Tunne KELAM,EPP,https://www.votewatch.eu/en/term8-tunne-kelam-2.html,Estonia,Isamaa,Active,336
336,Jan KELLER,S&D,https://www.votewatch.eu/en/term8-jan-keller-2.html,Czech Republic,Česká strana sociálně demokratická,Active,337
337,Ska KELLER,Greens/EFA,https://www.votewatch.eu/en/term8-ska-keller-2.html,Germany,Bündnis 90/Die Grünen,Active,338
338,Seán KELLY,EPP,https://www.votewatch.eu/en/term8-sean-kelly-2.html,Ireland,Fine Gael Party,Active,339
339,Afzal KHAN,S&D,https://www.votewatch.eu/en/term8-afzal-khan-2.html,United Kingdom,Labour Party,Inactive,340
340,Timothy KIRKHOPE,ECR,https://www.votewatch.eu/en/term8-timothy-kirkhope-2.html,United Kingdom,Conservative Party,Inactive,341
341,Jude KIRTON-DARLING,S&D,https://www.votewatch.eu/en/term8-jude-kirton-darling-2.html,United Kingdom,Labour Party,Active,342
342,Dieter-Lebrecht KOCH,EPP,https://www.votewatch.eu/en/term8-dieter-lebrecht-koch-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,343
343,Jeppe KOFOD,S&D,https://www.votewatch.eu/en/term8-jeppe-kofod-2.html,Denmark,Socialdemokratiet,Active,344
344,Bernd KÖLMEL,ECR,https://www.votewatch.eu/en/term8-bernd-kolmel-2.html,Germany,Independent,Active,345
345,Kateřina KONEČNÁ,GUE-NGL,https://www.votewatch.eu/en/term8-katerina-konecna-2.html,Czech Republic,Komunistická strana Čech a Moravy,Active,346
346,Janusz KORWIN-MIKKE,NI,https://www.votewatch.eu/en/term8-janusz-korwin-mikke.html,Poland,Wolność,Inactive,347
347,Ádám KÓSA,EPP,https://www.votewatch.eu/en/term8-adam-kosa-2.html,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Active,348
348,Dietmar KÖSTER,S&D,https://www.votewatch.eu/en/term8-dietmar-koster-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,349
349,Elisabeth KÖSTINGER,EPP,https://www.votewatch.eu/en/term8-elisabeth-kostinger-2.html,Austria,Österreichische Volkspartei,Inactive,350
350,Béla KOVÁCS,NI,https://www.votewatch.eu/en/term8-bela-kovacs-2.html,Hungary,-,Active,351
351,Andrey KOVATCHEV,EPP,https://www.votewatch.eu/en/term8-andrey-kovatchev-2.html,Bulgaria,Citizens for European Development of Bulgaria,Active,352
352,Agnieszka KOZŁOWSKA-RAJEWICZ,EPP,https://www.votewatch.eu/en/term8-agnieszka-kozlowska-rajewicz-2.html,Poland,Platforma Obywatelska,Active,353
353,Zdzisław KRASNODĘBSKI,ECR,https://www.votewatch.eu/en/term8-zdzislaw-krasnodebski.html,Poland,Bezpartyjny,Active,354
354,Constanze KREHL,S&D,https://www.votewatch.eu/en/term8-constanze-krehl-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,355
355,Barbara KUDRYCKA,EPP,https://www.votewatch.eu/en/term8-barbara-kudrycka-2.html,Poland,Platforma Obywatelska,Active,356
356,Werner KUHN,EPP,https://www.votewatch.eu/en/term8-werner-kuhn-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,357
357,Eduard KUKAN,EPP,https://www.votewatch.eu/en/term8-eduard-kukan-2.html,Slovakia,Independent,Active,358
358,Miapetra KUMPULA-NATRI,S&D,https://www.votewatch.eu/en/term8-miapetra-kumpula-natri-2.html,Finland,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,Active,359
359,Kostadinka KUNEVA,GUE-NGL,https://www.votewatch.eu/en/term8-kostadinka-kuneva-2.html,Greece,Coalition of the Radical Left,Active,360
360,Zbigniew KUŹMIUK,ECR,https://www.votewatch.eu/en/term8-zbigniew-kuzmiuk.html,Poland,Prawo i Sprawiedliwość,Active,361
361,Cécile Kashetu KYENGE,S&D,https://www.votewatch.eu/en/term8-cecile-kashetu-kyenge.html,Italy,Partito Democratico,Active,362
362,Merja KYLLÖNEN,GUE-NGL,https://www.votewatch.eu/en/term8-merja-kyllonen-2.html,Finland,Vasemmistoliitto,Active,363
363,Miltiadis KYRKOS,S&D,https://www.votewatch.eu/en/term8-miltiadis-kyrkos-2.html,Greece,The River,Active,364
364,Georgios KYRTSOS,EPP,https://www.votewatch.eu/en/term8-georgios-kyrtsos-2.html,Greece,Nea Demokratia,Active,365
365,Ilhan KYUCHYUK,ALDE/ADLE,https://www.votewatch.eu/en/term8-ilhan-kyuchyuk-2.html,Bulgaria,Movement for Rights and Freedoms,Active,366
366,Alain LAMASSOURE,EPP,https://www.votewatch.eu/en/term8-alain-lamassoure-2.html,France,Indépendant,Active,367
367,Jean LAMBERT,Greens/EFA,https://www.votewatch.eu/en/term8-jean-lambert-2.html,United Kingdom,Green Party,Active,368
368,Philippe LAMBERTS,Greens/EFA,https://www.votewatch.eu/en/term8-philippe-lamberts-2.html,Belgium,Ecologistes Confédérés pour l'Organisation de Luttes Originales,Active,369
369,Alexander Graf LAMBSDORFF,ALDE/ADLE,https://www.votewatch.eu/en/term8-alexander-graf-lambsdorff-2.html,Germany,Freie Demokratische Partei,Inactive,370
370,Gabrielius LANDSBERGIS,EPP,https://www.votewatch.eu/en/term8-gabrielius-landsbergis-2.html,Lithuania,Tėvynės sąjunga-Lietuvos krikščionys demokratai,Inactive,371
371,Bernd LANGE,S&D,https://www.votewatch.eu/en/term8-bernd-lange-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,372
372,Esther de LANGE,EPP,https://www.votewatch.eu/en/term8-esther-de-lange-2.html,Netherlands,Christen Democratisch Appèl,Active,373
373,Werner LANGEN,EPP,https://www.votewatch.eu/en/term8-werner-langen-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,374
374,Marju LAURISTIN,S&D,https://www.votewatch.eu/en/term8-marju-lauristin-2.html,Estonia,Sotsiaaldemokraatlik Erakond,Inactive,375
375,Giovanni LA VIA,EPP,https://www.votewatch.eu/en/term8-giovanni-la-via-2.html,Italy,Forza Italia,Active,376
376,Jérôme LAVRILLEUX,EPP,https://www.votewatch.eu/en/term8-jerome-lavrilleux-2.html,France,Indépendant,Active,377
377,Gilles LEBRETON,ENF,https://www.votewatch.eu/en/term8-gilles-lebreton-2.html,France,Rassemblement national,Active,378
378,Constance LE GRIP,EPP,https://www.votewatch.eu/en/term8-constance-le-grip-2.html,France,Les Républicains,Inactive,379
379,Ryszard Antoni LEGUTKO,ECR,https://www.votewatch.eu/en/term8-ryszard-antoni-legutko-2.html,Poland,Prawo i Sprawiedliwość,Active,380
380,Patrick LE HYARIC,GUE-NGL,https://www.votewatch.eu/en/term8-patrick-le-hyaric-2.html,France,Front de Gauche,Active,381
381,Jörg LEICHTFRIED,S&D,https://www.votewatch.eu/en/term8-jorg-leichtfried-2.html,Austria,Sozialdemokratische Partei Österreichs,Inactive,382
382,Jo LEINEN,S&D,https://www.votewatch.eu/en/term8-jo-leinen-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,383
383,Jeroen LENAERS,EPP,https://www.votewatch.eu/en/term8-jeroen-lenaers-2.html,Netherlands,Christen Democratisch Appèl,Active,384
384,Jean-Marie LE PEN,NI,https://www.votewatch.eu/en/term8-jean-marie-le-pen-2.html,France,Front national,Active,385
385,Marine LE PEN,ENF,https://www.votewatch.eu/en/term8-marine-le-pen-2.html,France,Front national,Inactive,386
386,Janusz LEWANDOWSKI,EPP,https://www.votewatch.eu/en/term8-janusz-lewandowski-2.html,Poland,Platforma Obywatelska,Active,387
387,Andrew LEWER,ECR,https://www.votewatch.eu/en/term8-andrew-lewer-2.html,United Kingdom,Conservative Party,Inactive,388
388,Bogusław LIBERADZKI,S&D,https://www.votewatch.eu/en/term8-boguslaw-liberadzki-2.html,Poland,Sojusz Lewicy Demokratycznej,Active,389
389,Peter LIESE,EPP,https://www.votewatch.eu/en/term8-peter-liese-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,390
390,Arne LIETZ,S&D,https://www.votewatch.eu/en/term8-arne-lietz-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,391
391,Norbert LINS,EPP,https://www.votewatch.eu/en/term8-norbert-lins-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,392
392,Barbara LOCHBIHLER,Greens/EFA,https://www.votewatch.eu/en/term8-barbara-lochbihler-2.html,Germany,Bündnis 90/Die Grünen,Active,393
393,Philippe LOISEAU,ENF,https://www.votewatch.eu/en/term8-philippe-loiseau.html,France,Rassemblement national,Active,394
394,Verónica LOPE FONTAGNÉ,EPP,https://www.votewatch.eu/en/term8-veronica-lope-fontagne-2.html,Spain,Partido Popular,Active,395
395,Paloma LÓPEZ BERMEJO,GUE-NGL,https://www.votewatch.eu/en/term8-paloma-lopez-bermejo-2.html,Spain,Izquierda Unida,Active,396
396,Juan Fernando LÓPEZ AGUILAR,S&D,https://www.votewatch.eu/en/term8-juan-fernando-lopez-aguilar-2.html,Spain,Partido Socialista Obrero Español,Active,397
397,Javi LÓPEZ,S&D,https://www.votewatch.eu/en/term8-javi-lopez.html,Spain,Partit dels Socialistes de Catalunya,Active,398
